year,F1,F3,M4
,label F1,label F3,label M4
1987,39,135,2
1988,32,129,3
1989,57,131,2
1990,43,127,5
1991,62,125,1
1992,59,127,4
1993,44,126,4
1994,61,123,3
1995,49,119,2
1996,32,118,1
1997,69,131,1
1998,46,110,1
1999,49,133,3
2000,50,121,3
2001,35,137,1
2002,40,129,3
2003,39,123,2
2004,43,128,2
2005,52,132,4
2006,64,125,3
2007,51,117,2
2008,46,113,2
2009,65,134,3
2010,40,118,2
2011,47,126,3
2012,52,140,0
2013,44,127,0
2014,52,128,2
2015,66,134,0
2016,58,128,0
2016
2017,38,121,4
2018,48,119,2
2019,33,120,1
2020,46,132,2
2021,38,119,2
2022,33,121,2
2023,31,116,1
2024,29,120,1
2025,53,122,2
2026,29,133,5
2027,44,131,4
2028,47,129,1
2029,48,115,2
2030,38,125,4
2031,42,114,4
2032,32,119,3
2033,31,112,4
2034,24,128,4
2035,25,113,3
2036,67,132,3
2037,34,119,2
2038,55,134,3
2039,53,123,3
2040,72,136,5
2041,35,111,4
2042,36,126,1
2043,26,126,2
2044,25,121,2
2045,39,109,2
2046,36,119,4

min,,80,0
max,,170,8
steps,,10,9
decimal



