year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.8,12.9,18.3,8.0
1988,6.3,14.1,17.3,8.3
1989,6.6,13.6,18.5,8.0
1990,7.5,13.5,17.9,7.9
1991,4.6,11.8,19.2,6.7
1992,5.0,13.7,18.3,7.0
1993,4.7,14.7,16.6,6.2
1994,5.9,13.0,18.4,9.2
1995,5.8,12.8,18.6,8.1
1996,3.9,13.1,16.6,6.5
1997,5.1,13.2,18.9,8.1
1998,5.9,14.1,17.7,6.6
1999,5.8,14.2,19.3,7.3
2000,5.8,14.4,17.9,9.2
2001,6.4,13.4,17.7,7.7
2002,6.8,14.0,17.6,9.0
2003,4.8,15.3,19.9,7.4
2004,5.0,13.3,18.5,7.4
2005,4.6,14.5,18.2,7.8
2006,3.6,14.1,19.8,9.4
2007,7.2,15.9,16.8,6.9
2008,6.1,14.0,17.1,6.9
2009,3.7,14.5,18.9,8.1
2010,3.7,13.6,18.0,6.0
2011,5.9,15.3,17.9,9.3
2012,5.1,13.7,17.9,8.2
2013,3.1,12.5,18.9,8.5
2014,7.1,14.4,18.1,9.6
2015,4.8,14.1,18.8,10.0
2016,5.6,13.6,19.3,7.0
