year,annual-hydric-deficit
1987,-12
1988,49
1989,-341
1990,-213
1991,-260
1992,-148
1993,-193
1994,-75
1995,-75
1996,-240
1997,-190
1998,-209
1999,-124
2000,16
2001,91
2002,-142
2003,-398
2004,-190
2005,-239
2006,-151
2007,-189
2008,-117
2009,-227
2010,-112
2011,-290
2012,-123
2013,147
2014,-38
2015,-310
2016,-9
