year,annual-average-temperature
1987,10.3
1988,11.5
1989,11.7
1990,11.7
1991,10.6
1992,11.0
1993,10.6
1994,11.7
1995,11.4
1996,10.0
1997,11.4
1998,11.1
1999,11.7
2000,11.9
2001,11.4
2002,11.9
2003,11.9
2004,11.1
2005,11.3
2006,11.8
2007,11.7
2008,11.1
2009,11.4
2010,10.4
2011,12.1
2012,11.3
2013,10.8
2014,12.3
2015,12.0
2016,11.4

min,8
max,14
steps,7
decimal



