year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,93,32,-27,149
1988,272,-76,-28,165
1989,87,-136,-227,61
1990,105,-102,-257,107
1991,86,-71,-131,196
1992,-13,-110,-57,240
1993,-12,-51,-63,199
1994,66,-115,-107,55
1995,169,-153,-117,-7
1996,6,-193,-234,80
1997,-16,-65,-237,83
1998,-8,-77,-142,166
1999,33,-95,-99,150
2000,5,-72,-90,235
2001,157,-181,-88,82
2002,76,-127,-147,173
2003,2,-159,-295,100
2004,28,-144,-145,94
2005,15,-131,-160,50
2006,101,-134,-186,55
2007,66,-106,-47,114
2008,75,-134,-206,99
2009,21,-107,-228,96
2010,47,-214,-176,105
2011,6,-256,-75,100
2012,-29,-57,-206,159
2013,21,-130,-196,92
2014,41,-101,-82,65
2015,34,-221,-159,51
2016,113,-54,-267,32
