year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.5,11.7,16.3,7.0
1988,5.4,12.0,15.3,7.7
1989,5.8,12.2,17.2,7.6
1990,7.1,11.9,17.1,7.3
1991,4.0,10.4,17.4,6.5
1992,5.3,13.4,17.6,7.3
1993,5.3,13.4,15.0,6.4
1994,6.3,12.3,17.2,9.3
1995,6.4,12.2,18.2,8.0
1996,3.9,12.0,16.3,6.6
1997,5.4,12.6,18.0,8.4
1998,6.2,13.1,16.6,7.2
1999,6.2,13.4,18.6,7.7
2000,6.0,13.2,16.8,8.6
2001,5.9,12.8,17.1,8.1
2002,7.1,12.8,16.6,8.9
2003,5.4,14.0,18.8,7.5
2004,5.5,12.8,17.6,7.6
2005,5.2,13.5,17.4,8.3
2006,3.7,13.4,18.9,9.4
2007,7.4,14.6,16.0,7.4
2008,6.4,13.5,16.5,7.2
2009,4.0,13.7,17.8,8.4
2010,3.9,12.8,17.5,5.9
2011,6.3,14.5,17.1,9.6
2012,5.5,12.5,17.0,8.4
2013,3.4,11.6,17.9,8.5
2014,7.4,13.2,17.2,9.4
2015,5.2,13.2,17.1,10.3
2016,5.7,12.7,18.4,7.4
