year,annual-hydric-deficit
1987,248
1988,332
1989,-215
1990,-148
1991,79
1992,60
1993,72
1994,-101
1995,-109
1996,-340
1997,-234
1998,-61
1999,-12
2000,78
2001,-31
2002,-25
2003,-352
2004,-168
2005,-225
2006,-165
2007,27
2008,-167
2009,-218
2010,-239
2011,-224
2012,-133
2013,-212
2014,-77
2015,-294
2016,-176
