year,annual-estival-days
1987,14
1988,6
1989,36
1990,33
1991,21
1992,26
1993,8
1994,30
1995,44
1996,27
1997,34
1998,22
1999,36
2000,18
2001,31
2002,16
2003,42
2004,30
2005,35
2006,41
2007,6
2008,19
2009,30
2010,37
2011,28
2012,29
2013,34
2014,18
2015,36
2016,35
