year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,139,-54,7,89
1988,177,-171,-95,104
1989,23,-199,-113,69
1990,-21,-121,-138,40
1991,17,-57,-183,159
1992,83,-179,-130,181
1993,58,-109,34,165
1994,133,-103,-121,89
1995,125,-121,-181,28
1996,3,-153,-120,132
1997,48,-129,-129,52
1998,25,-87,-99,183
1999,69,-142,-82,66
2000,112,-180,-71,0
2001,80,-94,-94,81
2002,53,-87,16,193
2003,36,-207,-190,101
2004,71,-101,-88,71
2005,53,-176,-88,73
2006,49,-121,-181,38
2007,114,-87,-4,137
2008,130,-215,-66,53
2009,78,-226,-198,195
2010,51,-205,-5,88
2011,15,-189,-114,76
2012,46,-146,-121,108
2013,38,-62,-190,73
2014,-31,-60,-116,70
2015,38,-211,-71,105
2016,47,-98,-195,85
