year,F1,F3,M4
,label F1,label F3,label M4
1987,80,145,2
1988,62,138,1
1989,86,140,2
1990,59,131,1
1991,59,140,2
1992,89,140,1
1993,90,143,1
1994,70,138,0
1995,65,131,3
1996,60,141,2
1997,57,132,1
1998,78,137,3
1999,72,140,0
2000,77,138,3
2001,47,147,1
2002,88,147,2
2003,50,121,1
2004,71,148,0
2005,40,141,0
2006,67,133,1
2007,66,135,1
2008,63,144,1
2009,82,143,1
2010,67,148,0
2011,63,133,3
2012,90,143,1
2013,59,134,1
2014,74,150,2
2015,58,139,3
2016,94,147,1
2016
2017,35,139,1
2018,76,150,1
2019,59,132,2
2020,85,143,2
2021,50,138,0
2022,48,143,2
2023,67,141,1
2024,65,134,1
2025,41,139,0
2026,76,132,0
2027,41,142,1
2028,62,131,2
2029,56,137,2
2030,48,138,3
2031,66,138,0
2032,63,139,1
2033,66,140,2
2034,88,139,1
2035,56,133,1
2036,59,133,2
2037,71,141,0
2038,45,138,0
2039,60,132,1
2040,70,141,1
2041,60,130,1
2042,47,133,1
2043,27,144,1
2044,79,148,1
2045,64,130,3
2046,87,138,2
