year,annual-estival-days
1987,14
1988,21
1989,46
1990,33
1991,27
1992,43
1993,19
1994,35
1995,48
1996,25
1997,43
1998,17
1999,43
2000,22
2001,29
2002,28
2003,55
2004,29
2005,36
2006,55
2007,26
2008,27
2009,41
2010,35
2011,38
2012,30
2013,34
2014,32
2015,37
2016,40
