year,annual-hydric-deficit
1987,182
1988,14
1989,-220
1990,-239
1991,-65
1992,-46
1993,147
1994,-3
1995,-148
1996,-138
1997,-158
1998,22
1999,-90
2000,-140
2001,-25
2002,174
2003,-261
2004,-47
2005,-139
2006,-216
2007,161
2008,-98
2009,-152
2010,-72
2011,-213
2012,-112
2013,-141
2014,-138
2015,-139
2016,-160
