year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.4,11.4,16.0,6.4
1988,4.1,12.7,16.4,6.1
1989,5.7,12.4,17.1,6.2
1990,6.6,12.6,16.3,6.3
1991,2.8,10.7,17.4,5.3
1992,4.1,13.8,17.6,5.3
1993,2.5,13.6,14.9,4.5
1994,3.2,12.5,17.7,7.0
1995,3.8,12.2,18.1,5.2
1996,-1.3,12.0,15.7,4.8
1997,3.4,12.3,18.0,5.5
1998,5.5,13.5,15.9,4.7
1999,4.2,13.2,18.5,6.5
2000,4.9,14.2,16.3,8.1
2001,3.0,12.2,17.1,6.9
2002,5.1,13.4,17.5,4.8
2003,1.9,13.9,18.2,5.9
2004,3.4,13.0,17.5,6.5
2005,3.1,13.2,17.3,6.9
2006,0.6,13.3,19.4,9.5
2007,6.1,14.8,16.7,6.0
2008,5.3,13.6,17.1,6.4
2009,2.5,14.3,18.3,6.4
2010,0.7,12.5,17.9,3.7
2011,3.3,14.9,17.4,7.3
2012,3.5,13.0,17.4,6.3
2013,0.6,12.7,17.7,7.6
2014,5.3,13.6,17.9,8.2
2015,3.9,12.4,17.8,8.9
2016,3.5,13.8,18.8,6.1
