year,annual-estival-days
1987,45
1988,52
1989,78
1990,39
1991,50
1992,72
1993,49
1994,58
1995,52
1996,43
1997,68
1998,42
1999,56
2000,49
2001,51
2002,45
2003,96
2004,66
2005,60
2006,70
2007,66
2008,63
2009,56
2010,45
2011,69
2012,68
2013,50
2014,50
2015,62
2016,62

min,16
max,130
steps,9
decimal
