year,annual-frozen-days
1987,87
1988,56
1989,70
1990,56
1991,85
1992,67
1993,71
1994,41
1995,74
1996,103
1997,76
1998,69
1999,52
2000,38
2001,64
2002,48
2003,80
2004,105
2005,72
2006,74
2007,45
2008,67
2009,68
2010,85
2011,57
2012,57
2013,75
2014,32
2015,58
2016,57
