year,annual-precipitations
1987,810
1988,935
1989,632
1990,624
1991,518
1992,591
1993,520
1994,411
1995,776
1996,720
1997,683
1998,594
1999,758
2000,692
2001,693
2002,801
2003,477
2004,702
2005,717
2006,680
2007,745
2008,768
2009,780
2010,744
2011,676
2012,740
2013,863
2014,709
2015,473
2016,779
