year,annual-average-temperature
1987,9.6
1988,11.0
1989,11.2
1990,10.5
1991,9.6
1992,11.0
1993,10.5
1994,11.5
1995,10.4
1996,9.0
1997,10.5
1998,10.7
1999,11.1
2000,11.6
2001,11.0
2002,11.3
2003,11.5
2004,10.3
2005,10.7
2006,11.2
2007,11.3
2008,11.0
2009,10.8
2010,9.7
2011,11.4
2012,10.9
2013,10.2
2014,12.0
2015,11.5
2016,11.0
