year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,19,21,-101.39,4,20,-165.2,54,40,193
1988,9,28,-136,2,8,-243,54,30,119
1989,16,24,4,2,13,-129,50,27,136
1990,10,10,-10,2,22,-145,57,37,129
1991,13,12,-92,0,12,-170,40,29,151
1992,7,25,-22,4,16,-175,68,17,88
1993,29,15,-134,5,20,-283,37,24,145
1994,32,26,-95,5,25,-274,47,30,98
1995,28,30,-98,3,18,-236,47,32,117
1996,8,8,-205,3,6,-297,45,40,150
1997,8,29,-83,6,7,-255,39,42,172
1998,24,9,-54,4,16,-136,31,39,139
1999,13,25,-30,4,26,-107,57,21,172
2000,24,29,-40,2,27,-151,46,38,199
2001,23,10,-99,7,31,-362,65,28,114
2002,32,13,-39,0,23,-120,42,29,108
2003,12,23,-54,1,11,-160,42,26,134
2004,15,17,-51,3,19,-171,32,42,155
2005,3,1,-52,2,7,-147,73,33,155
2006,19,11,-117,4,13,-195,47,41,183
2007,20,17,-143,4,19,-312,37,33,127
2008,22,9,-90,3,12,-152,34,33,129
2009,34,20,-157,5,24,-283,33,26,167
2010,10,13,-98,7,15,-256,71,21,131
2011,13,22,-39,4,21,-179,51,40,114
2012,27,27,-120,3,11,-228,33,24,171
2013,31,19,-138,3,18,-248,48,45,156
2014,30,12,-70,5,36,-191,52,35,188
2015,8,23,-72,5,8,-226,49,31,111
2016,27,21,-140,2,8,-197,30,21,164
2016
2017,31,13,-102,3,29,-244,39,18,73
2018,29,17,-103,5,31,-206,47,24,175
2019,22,11,-107,3,26,-240,52,21,125
2020,15,6,29,4,22,-136,43,10,136
2021,27,9,-31,3,17,-201,48,12,55
2022,22,5,-115,6,24,-172,35,25,248
2023,12,9,-75,2,26,-197,57,18,93
2024,27,9,-120,3,39,-298,44,26,130
2025,8,12,-57,3,31,-158,54,23,149
2026,14,6,-104,4,19,-270,46,26,118
2027,18,21,-116,4,19,-266,34,18,137
2028,28,34,-43,3,50,-243,30,21,52
2029,23,12,-87,2,15,-234,46,16,162
2030,26,28,-88,3,26,-277,41,21,162
2031,27,18,-89,4,21,-200,43,21,125
2032,11,12,-41,5,9,-244,60,10,76
2033,25,12,-18,3,21,-145,52,24,98
2034,26,23,-142,6,14,-287,42,23,95
2035,23,10,-89,5,24,-210,48,27,79
2036,13,22,-19,1,13,-155,54,23,85
2037,28,11,-29,2,19,-199,43,7,93
2038,15,11,-22,3,18,-91,49,14,75
2039,24,11,-54,5,22,-245,43,16,74
2040,34,16,-168,6,16,-263,25,22,136
2041,13,16,-41,4,37,-188,61,37,96
2042,17,6,-94,4,12,-215,44,26,81
2043,31,7,-153,3,27,-288,42,20,140
2044,39,10,-108,5,43,-229,34,25,199
2045,25,4,-144,4,18,-290,40,27,58
2046,9,15,116,3,20,-36,66,12,97
