year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,156,278,201,175
1988,347,149,220,219
1989,112,197,110,214
1990,119,152,175,178
1991,71,101,226,120
1992,140,131,119,202
1993,37,133,185,166
1994,110,114,85,102
1995,183,165,279,150
1996,58,186,244,232
1997,161,209,146,167
1998,68,234,144,148
1999,169,174,205,210
2000,113,206,216,157
2001,183,173,185,153
2002,99,225,249,228
2003,71,163,111,133
2004,123,129,235,215
2005,207,207,155,148
2006,162,238,98,182
2007,220,195,201,128
2008,196,217,196,158
2009,140,212,194,234
2010,117,139,222,266
2011,90,99,307,180
2012,116,162,199,263
2013,93,300,228,242
2014,77,137,324,171
2015,90,133,120,130
2016,272,267,136,105
