year,annual-estival-days
1987,49
1988,40
1989,93
1990,76
1991,73
1992,55
1993,50
1994,56
1995,72
1996,51
1997,85
1998,61
1999,73
2000,58
2001,49
2002,52
2003,97
2004,69
2005,86
2006,79
2007,46
2008,49
2009,80
2010,76
2011,75
2012,56
2013,68
2014,56
2015,71
2016,73

min,0
max,100
steps,11
decimal
