year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,22,-134,-115,245
1988,257,9,-206,-13
1989,29,-191,-249,59
1990,53,-152,-299,192
1991,52,-135,-213,116
1992,13,-35,82,396
1993,-90,-83,-131,255
1994,101,-76,-51,167
1995,151,-225,-200,72
1996,60,-210,-179,163
1997,-33,-141,-237,220
1998,32,-22,-216,95
1999,56,-136,-112,193
2000,24,-77,-182,413
2001,221,-198,-172,70
2002,5,-164,-155,143
2003,-2,-220,-266,190
2004,70,-193,-197,71
2005,-11,-222,-269,92
2006,136,-240,-167,142
2007,107,-127,-185,21
2008,106,2,-189,141
2009,-3,-114,-210,169
2010,67,-151,-272,198
2011,-12,-321,-167,130
2012,-41,-14,-252,257
2013,143,-24,-170,149
2014,167,-117,-56,144
2015,106,-182,-122,8
2016,305,-84,-293,71
