year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,3.8,13.9,19.7,9.4
1988,7.4,14.8,18.2,9.2
1989,7.3,15.0,19.7,10.4
1990,8.7,14.9,20.3,8.9
1991,6.2,13.1,20.8,8.0
1992,6.6,15.1,19.8,9.5
1993,7.0,14.9,17.9,8.2
1994,8.0,14.2,19.4,11.1
1995,7.5,14.4,19.4,10.4
1996,6.8,14.7,17.8,8.6
1997,7.6,14.8,20.0,10.3
1998,7.7,14.6,19.2,8.1
1999,7.2,15.3,20.0,8.9
2000,6.9,15.4,18.9,10.6
2001,8.2,14.6,18.6,8.6
2002,8.4,14.7,18.0,11.0
2003,6.7,16.6,21.2,9.3
2004,6.5,14.8,19.3,9.0
2005,6.0,15.8,19.4,9.1
2006,5.9,15.5,20.7,10.6
2007,8.4,16.4,17.7,8.4
2008,8.0,14.9,18.0,8.4
2009,5.8,15.5,19.7,10.2
2010,5.1,14.8,19.2,7.9
2011,7.2,16.6,19.4,11.5
2012,4.6,13.6,18.4,9.7
2013,5.7,13.0,20.0,10.0
2014,8.8,15.4,19.2,11.4
2015,6.3,15.8,19.5,11.4
2016,7.6,14.3,20.3,9.4
