year,annual-precipitations
1987,781
1988,844
1989,619
1990,679
1991,643
1992,1293
1993,778
1994,964
1995,695
1996,715
1997,696
1998,758
1999,833
2000,1023
2001,771
2002,684
2003,673
2004,625
2005,542
2006,786
2007,655
2008,882
2009,752
2010,724
2011,558
2012,800
2013,916
2014,978
2015,706
2016,865
