year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,791,655,-111,-227,69,12.2,4460,35,17.9,37
1988,663,682,-267,-309,85,12.1,4430,54,19.0,27
1989,815,679,-112,-346,140,12.2,4492,63,19.2,29
1990,911,677,9,-236,147,11.7,4285,41,18.4,37
1991,642,813,-489,-586,-14,12.5,4577,69,18.8,28
1992,838,621,-27,-195,37,12.0,4374,43,18.9,34
1993,919,771,-202,-449,176,12.6,4621,59,18.6,30
1994,765,782,-335,-452,9,12.1,4460,59,19.4,38
1995,807,627,-58,-386,152,11.5,4200,26,17.4,50
1996,864,721,-171,-355,33,11.6,4235,35,17.5,44
1997,632,754,-453,-451,-36,12.7,4664,51,18.8,22
1998,691,690,-244,-429,41,11.7,4335,62,19.5,55
1999,710,782,-416,-493,-23,13.3,4839,69,20.0,20
2000,814,813,-294,-400,25,11.9,4347,54,18.8,40
2001,754,655,-153,-368,41,12.5,4553,61,19.1,33
2002,1012,634,127,-239,236,12.4,4556,60,19.6,29
2003,699,686,-235,-425,134,12.5,4569,59,19.1,32
2004,677,692,-272,-424,17,12.3,4512,64,20.2,39
2005,789,657,-118,-277,50,12.1,4452,47,18.6,36
2006,791,683,-137,-340,163,12.2,4451,49,18.4,40
2007,947,684,15,-334,122,12.6,4591,54,19.1,31
2008,867,676,-53,-270,159,12.6,4596,57,19.3,31
2009,939,683,4,-238,95,12.5,4574,50,18.2,27
2010,929,651,35,-222,70,12.2,4491,51,19.5,47
2011,793,693,-141,-372,112,12.5,4583,62,18.9,31
2012,717,671,-204,-338,36,12.0,4395,47,18.2,36
2013,973,670,70,-285,124,11.8,4337,49,18.6,41
2014,916,681,-17,-321,78,12.2,4482,55,19.2,37
2015,752,683,-196,-392,150,12.4,4560,56,18.8,41
2016,841,730,-134,-433,128,12.6,4611,65,19.0,34
2016
2017,625,714,-337,-492,113,12.9,4709,66,19.6,30
2018,699,714,-259,-388,49,13.0,4772,75,19.3,28
2019,567,681,-360,-388,-3,12.9,4724,62,19.6,24
2020,803,694,-142,-358,131,13.6,4963,78,20.9,23
2021,579,887,-617,-745,104,13.6,4982,95,20.6,35
2022,580,674,-386,-443,83,13.5,4923,71,19.5,26
2023,519,845,-643,-620,37,13.4,4880,89,21.4,26
2024,660,846,-504,-607,94,13.3,4860,98,21.8,32
2025,607,728,-397,-503,45,14.3,5235,82,21.0,16
2026,599,840,-565,-688,125,13.5,4932,89,20.6,22
2027,794,843,-342,-546,102,13.3,4854,87,21.5,24
2028,712,726,-261,-480,115,13.3,4895,88,20.0,30
2029,655,853,-552,-570,31,13.6,4975,81,20.9,19
2030,668,839,-498,-494,-46,13.9,5079,80,20.0,11
2031,642,651,-246,-397,68,12.3,4493,54,18.6,39
2032,637,740,-348,-513,179,13.6,5002,90,22.4,30
2033,716,719,-270,-442,126,13.7,5019,95,20.3,18
2034,743,732,-242,-392,27,13.2,4841,73,20.4,24
2035,711,731,-272,-499,94,13.4,4905,89,20.2,18
2036,803,712,-153,-405,156,13.7,5020,70,19.6,16
2037,625,733,-364,-527,103,13.7,5009,81,19.9,19
2038,679,689,-236,-464,132,12.6,4613,64,19.6,23
2039,584,736,-400,-531,51,13.6,4970,91,21.6,31
2040,476,705,-486,-489,-4,13.1,4810,86,20.9,26
2041,745,690,-173,-431,189,12.9,4756,83,20.7,38
2042,657,728,-314,-465,91,13.8,5039,81,20.8,19
2043,931,717,-19,-363,226,12.9,4737,90,21.2,36
2044,764,692,-177,-385,140,13.3,4880,72,20.5,22
2045,717,712,-227,-454,104,13.6,4976,78,20.2,11
2046,696,715,-261,-481,166,13.0,4756,87,20.7,27
