year,A1,A2,A3
,label A1,label A2,label A3
1987,17,2108,127
1988,24,2195,176
1989,25,2205,187
1990,18,2308,159
1991,22,2077,235
1992,24,2206,152
1993,35,1976,246
1994,21,2226,208
1995,10,2291,82
1996,16,2263,132
1997,22,1948,188
1998,34,2393,240
1999,38,1914,277
2000,27,2306,231
2001,30,2076,212
2002,31,2104,211
2003,22,2091,186
2004,42,2239,308
2005,27,2198,171
2006,27,2136,177
2007,29,2074,194
2008,24,2091,181
2009,14,1997,140
2010,25,2209,193
2011,24,2099,216
2012,20,2242,148
2013,22,2276,160
2014,34,2191,216
2015,26,2130,187
2016,30,2116,226
2016
2017,42,2015,266
2018,43,1950,302
2019,39,2018,256
2020,55,1867,344
2021,48,1958,378
2022,46,1812,286
2023,59,2057,437
2024,54,2097,460
2025,54,1659,375
2026,48,1944,389
2027,57,2081,419
2028,62,1989,355
2029,47,1892,365
2030,42,1732,335
2031,30,2097,184
2032,66,1977,446
2033,66,1905,412
2034,43,1957,314
2035,47,1898,316
2036,39,1690,280
2037,41,1778,292
2038,48,2027,325
2039,69,1976,465
2040,57,2052,340
2041,59,2224,403
2042,51,1819,330
2043,64,2175,402
2044,51,1844,320
2045,54,1812,369
2046,51,2057,326
