year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1879,12,-421,2
1988,1783,13,-300,3
1989,1991,12,-454,2
1990,1987,13,-573,1
1991,1915,13,-533,2
1992,2045,15,-521,0
1993,1903,12,-412,0
1994,1767,11,-475,1
1995,2120,14,-415,0
1996,1912,12,-556,0
1997,1775,11,-407,4
1998,2080,15,-525,6
1999,1622,10,-439,2
2000,1842,12,-571,1
2001,1803,12,-435,1
2002,1903,11,-496,0
2003,1917,14,-546,1
2004,1892,13,-495,0
2005,2061,13,-455,0
2006,1752,12,-449,0
2007,2046,12,-536,0
2008,1787,12,-393,0
2009,1967,12,-395,0
2010,1951,12,-457,0
2011,1951,12,-494,3
2012,1859,10,-544,0
2013,1750,12,-442,0
2014,1889,12,-384,0
2015,2024,13,-496,2
2016,1807,14,-328,1
2016
2017,2150,13,-519,0
2018,2187,12,-555,0
2019,2438,15,-541,0
2020,2186,15,-525,0
2021,1978,12,-487,0
2022,2290,14,-515,1
2023,2247,14,-645,0
2024,2220,13,-567,3
2025,2243,13,-498,0
2026,2247,16,-710,0
2027,2151,14,-617,1
2028,2181,14,-508,0
2029,2142,15,-617,1
2030,2314,14,-561,0
2031,2269,16,-522,0
2032,2161,14,-513,0
2033,2446,13,-531,0
2034,2076,13,-518,0
2035,2414,14,-494,0
2036,2187,13,-593,0
2037,2290,13,-578,0
2038,2142,13,-492,1
2039,2354,13,-543,0
2040,2298,16,-587,1
2041,2394,16,-609,0
2042,2044,13,-359,0
2043,2249,14,-502,0
2044,2233,13,-589,1
2045,2197,12,-575,0
2046,2071,12,-496,0

min,1200,8,,0
max,2700,20,,8
steps,11,8,,9
decimal



