year,A1,A2,A3
,label A1,label A2,label A3
1987,42,2268,307
1988,33,1928,234
1989,51,2033,350
1990,40,2192,306
1991,33,2181,267
1992,57,1862,373
1993,37,2061,289
1994,13,2224,164
1995,52,2007,368
1996,28,2135,229
1997,40,2075,259
1998,53,2085,356
1999,18,2110,179
2000,27,2316,233
2001,29,1842,227
2002,34,2099,245
2003,41,1984,292
2004,32,2169,261
2005,35,1991,269
2006,35,2079,275
2007,46,2138,357
2008,21,2338,175
2009,59,2306,343
2010,43,2031,330
2011,46,1954,296
2012,30,2154,242
2013,33,1945,205
2014,40,1914,254
2015,49,2071,358
2016,22,2290,213
2016
2017,69,2136,508
2018,76,2139,499
2019,78,1792,549
2020,67,1765,453
2021,47,1884,410
2022,75,1924,506
2023,51,1877,447
2024,62,1774,448
2025,69,1813,518
2026,62,1952,448
2027,61,1838,464
2028,69,2041,495
2029,58,1893,430
2030,59,1923,510
2031,86,1562,523
2032,67,1868,470
2033,75,1720,564
2034,69,1850,502
2035,76,1644,539
2036,58,1950,402
2037,86,1749,543
2038,77,2152,532
2039,77,1696,545
2040,78,2052,492
2041,81,1727,529
2042,45,1768,379
2043,76,1821,506
2044,74,1755,505
2045,62,1637,448
2046,50,1943,358

min,,1200
max,,2550
steps,,10
decimal



