year,annual-estival-days
1987,72
1988,63
1989,94
1990,96
1991,83
1992,65
1993,49
1994,87
1995,89
1996,68
1997,97
1998,85
1999,101
2000,88
2001,90
2002,78
2003,119
2004,99
2005,91
2006,95
2007,77
2008,75
2009,109
2010,89
2011,102
2012,96
2013,77
2014,86
2015,87
2016,81

min,0
max,135
steps,10
decimal
