year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,574,708,-385,-421,67,12.4,4530,69,20.5,50
1988,786,693,-180,-300,84,13.1,4774,67,19.3,27
1989,568,723,-411,-454,29,13.3,4843,87,20.6,25
1990,458,738,-529,-573,97,12.5,4611,74,20.4,42
1991,597,788,-516,-533,-19,12.6,4623,68,20.3,45
1992,479,717,-529,-521,-14,13.8,5045,90,21.3,20
1993,718,768,-379,-412,58,12.8,4675,63,20.0,31
1994,658,771,-411,-475,26,12.1,4433,54,18.8,40
1995,562,732,-427,-415,23,13.4,4921,89,21.3,42
1996,540,803,-590,-556,9,12.5,4600,68,19.5,37
1997,647,732,-407,-407,0,12.7,4645,60,19.7,39
1998,520,747,-492,-525,0,13.2,4826,90,20.7,41
1999,587,732,-477,-439,2,12.3,4481,50,18.2,28
2000,547,775,-527,-571,27,12.1,4436,62,19.3,44
2001,522,677,-425,-435,6,13.3,4864,53,19.6,26
2002,627,735,-369,-496,112,12.7,4638,62,19.5,34
2003,594,728,-419,-546,137,13.1,4802,68,20.4,34
2004,492,711,-486,-495,5,12.6,4607,65,20.2,29
2005,599,738,-393,-455,15,13.1,4776,76,19.4,38
2006,500,678,-455,-449,4,12.7,4647,65,19.7,32
2007,493,748,-513,-536,-22,13.0,4732,74,21.0,30
2008,572,684,-346,-393,19,11.8,4322,42,18.9,38
2009,630,723,-342,-395,44,12.4,4544,79,20.4,56
2010,705,727,-298,-457,136,13.1,4814,73,20.5,32
2011,479,706,-488,-494,21,13.2,4810,71,20.7,14
2012,545,720,-423,-544,109,12.5,4568,67,19.3,32
2013,615,667,-321,-442,91,12.9,4700,55,19.1,21
2014,640,702,-328,-384,59,13.2,4840,61,20.0,19
2015,563,740,-441,-496,6,13.1,4787,75,20.7,30
2016,784,695,-161,-328,89,12.2,4475,64,19.7,37
2016
2017,539,751,-470,-519,46,13.3,4847,90,22.5,25
2018,524,755,-486,-555,108,13.4,4878,95,21.8,28
2019,595,803,-490,-541,84,14.5,5305,118,22.1,26
2020,539,758,-478,-525,25,14.2,5191,97,22.2,25
2021,603,786,-490,-487,-17,13.6,4964,87,20.7,19
2022,586,762,-420,-515,73,14.0,5122,102,21.9,12
2023,566,855,-592,-645,40,14.0,5118,90,21.5,17
2024,617,845,-554,-567,3,14.2,5211,100,21.8,22
2025,521,749,-482,-498,-25,14.4,5250,102,21.9,9
2026,496,855,-669,-710,34,13.8,5043,100,21.7,23
2027,457,820,-688,-617,-68,14.1,5148,99,21.3,16
2028,520,715,-458,-508,59,13.7,5010,96,22.1,25
2029,491,819,-683,-617,-26,13.9,5097,100,20.9,32
2030,656,856,-502,-561,62,13.9,5080,96,22.4,18
2031,520,742,-503,-522,20,15.0,5490,112,22.6,10
2032,539,752,-469,-513,68,14.0,5109,101,21.8,16
2033,642,806,-415,-531,72,14.8,5385,109,22.6,10
2034,469,726,-533,-518,-12,14.0,5103,87,22.2,17
2035,550,783,-498,-494,7,14.9,5436,97,22.4,11
2036,475,756,-532,-593,45,13.6,4990,88,20.9,30
2037,491,797,-575,-578,-19,14.7,5349,122,21.1,13
2038,483,739,-516,-492,-11,13.4,4896,102,22.3,39
2039,597,781,-462,-543,77,14.8,5400,103,21.5,17
2040,490,775,-540,-587,25,13.6,5002,108,21.7,29
2041,460,786,-591,-609,16,14.6,5348,112,22.5,25
2042,657,717,-328,-359,47,14.0,5113,79,21.3,18
2043,638,778,-399,-502,104,14.3,5220,101,22.1,21
2044,502,776,-539,-589,65,14.3,5239,92,22.3,13
2045,644,763,-379,-575,132,14.6,5323,92,21.3,18
2046,542,743,-469,-496,64,13.5,4933,91,20.4,20

min,300,500,,,,11,4000,40,18
max,900,1000,,,,17,6000,130,24
steps,11,11,,,,7,11,10,7
decimal



