year,F1,F3,M4
,label F1,label F3,label M4
1987,48,117,3
1988,32,110,3
1989,28,115,2
1990,51,116,7
1991,51,115,3
1992,26,111,6
1993,32,113,4
1994,34,126,6
1995,40,110,4
1996,47,105,4
1997,51,119,4
1998,22,126,4
1999,30,119,4
2000,41,113,5
2001,28,109,4
2002,46,107,4
2003,43,112,5
2004,38,117,5
2005,41,108,2
2006,38,114,4
2007,44,116,3
2008,39,111,4
2009,39,118,4
2010,24,114,2
2011,26,111,3
2012,37,104,4
2013,26,106,5
2014,40,103,4
2015,24,125,4
2016,48,120,3
2016
2017,33,115,8
2018,36,123,6
2019,28,109,5
2020,37,98,6
2021,29,116,4
2022,22,118,4
2023,30,112,6
2024,18,117,5
2025,23,113,3
2026,35,118,7
2027,20,108,5
2028,45,115,6
2029,44,113,6
2030,40,109,6
2031,24,97,5
2032,29,116,5
2033,30,103,6
2034,18,115,7
2035,33,92,4
2036,39,111,6
2037,21,110,6
2038,36,125,4
2039,26,104,5
2040,39,112,6
2041,23,102,7
2042,26,114,5
2043,21,117,3
2044,23,112,5
2045,28,113,4
2046,38,119,6

min,,70
max,,140
steps,,11
decimal
,,92
,,126
