year,annual-hydric-deficit
1987,-358
1988,5
1989,-486
1990,-370
1991,-273
1992,-20
1993,-33
1994,-170
1995,25
1996,-59
1997,-306
1998,-334
1999,-62
2000,-165
2001,-346
2002,-122
2003,-519
2004,-260
2005,-371
2006,-446
2007,-249
2008,-75
2009,-241
2010,-304
2011,-423
2012,-348
2013,-16
2014,-119
2015,-292
2016,-191
