year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,5.2,14.7,21.4,10.7
1988,7.9,15.5,19.9,10.2
1989,7.8,15.6,21.0,12.0
1990,9.1,15.8,21.9,9.3
1991,7.2,13.7,22.3,8.9
1992,6.6,15.1,20.9,10.3
1993,7.3,15.8,19.4,9.6
1994,8.2,15.4,21.8,11.5
1995,7.3,15.4,20.2,11.4
1996,7.7,15.9,19.2,9.5
1997,9.0,16.3,21.3,11.1
1998,8.9,15.9,20.9,8.1
1999,7.3,16.3,21.9,9.0
2000,7.5,16.6,20.6,11.0
2001,8.9,15.7,20.4,9.1
2002,8.6,15.9,19.6,11.1
2003,6.8,18.3,23.6,10.1
2004,6.6,15.7,21.1,9.7
2005,5.6,17.0,20.5,9.0
2006,6.4,17.0,22.1,11.2
2007,7.8,16.9,19.6,8.5
2008,8.2,15.9,20.0,8.9
2009,6.6,16.8,21.9,10.6
2010,5.8,15.7,20.8,8.4
2011,7.5,17.4,21.3,11.8
2012,6.0,16.2,21.3,10.8
2013,6.0,13.9,21.4,10.0
2014,8.6,16.4,20.1,11.7
2015,6.6,17.3,20.9,11.2
2016,8.1,15.4,21.3,10.6
