year,annual-frozen-days
1987,40
1988,37
1989,28
1990,37
1991,42
1992,27
1993,35
1994,16
1995,37
1996,32
1997,29
1998,38
1999,34
2000,26
2001,34
2002,17
2003,44
2004,35
2005,73
2006,44
2007,33
2008,31
2009,46
2010,71
2011,34
2012,43
2013,31
2014,11
2015,33
2016,14
