year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-3.3,11.3,15.7,5.5
1988,2.7,12.9,16.6,4.8
1989,4.3,12.8,17.4,5.1
1990,5.3,13.2,16.1,5.2
1991,1.7,10.9,17.4,4.6
1992,2.9,14.0,17.9,3.8
1993,1.6,13.7,15.2,3.5
1994,2.1,12.2,18.0,5.3
1995,2.7,11.9,17.5,3.3
1996,-2.6,12.0,15.0,3.9
1997,1.6,11.7,17.4,4.1
1998,3.6,13.7,15.7,2.8
1999,2.5,12.7,17.9,4.8
2000,3.1,14.2,15.4,7.1
2001,1.4,12.0,17.0,5.4
2002,3.9,13.7,18.3,2.8
2003,0.0,13.6,17.6,4.9
2004,1.2,12.3,16.8,5.7
2005,1.2,12.6,17.2,5.5
2006,-1.6,13.2,19.1,8.4
2007,4.6,14.6,16.8,4.8
2008,4.1,13.2,17.0,5.7
2009,0.8,13.4,17.9,4.8
2010,-0.8,12.0,17.7,2.3
2011,1.1,14.5,17.1,6.2
2012,1.7,13.0,17.1,4.6
2013,-0.6,13.1,17.1,6.8
2014,3.7,13.4,18.3,6.8
2015,3.3,12.1,18.3,7.1
2016,2.2,14.2,18.0,4.9
