year,annual-estival-days
1987,10
1988,21
1989,37
1990,28
1991,25
1992,52
1993,28
1994,39
1995,42
1996,19
1997,36
1998,19
1999,37
2000,26
2001,27
2002,55
2003,47
2004,21
2005,35
2006,51
2007,38
2008,31
2009,31
2010,35
2011,30
2012,30
2013,28
2014,41
2015,44
2016,46

min,16
max,130
steps,9
decimal
