year,annual-average-temperature
1987,7.3
1988,9.3
1989,10.0
1990,10.0
1991,8.7
1992,9.6
1993,8.6
1994,9.5
1995,8.9
1996,7.1
1997,8.7
1998,9.0
1999,9.6
2000,9.9
2001,9.0
2002,9.7
2003,9.1
2004,9.0
2005,9.2
2006,9.8
2007,10.2
2008,10.0
2009,9.2
2010,7.8
2011,9.8
2012,9.1
2013,9.1
2014,10.6
2015,10.3
2016,9.8
