year,annual-hydric-deficit
1987,38
1988,-297
1989,-358
1990,-149
1991,-272
1992,-351
1993,-66
1994,-165
1995,-27
1996,-24
1997,-119
1998,72
1999,-79
2000,-55
2001,1
2002,3
2003,-315
2004,-132
2005,-173
2006,-188
2007,88
2008,-120
2009,-54
2010,80
2011,-56
2012,-142
2013,-95
2014,-99
2015,-311
2016,-249
