year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,42,-13,-60,12
1988,105,-59,-117,74
1989,7,-63,-23,91
1990,63,-29,-90,119
1991,36,-87,-153,96
1992,48,-157,-164,179
1993,-36,-155,17,106
1994,76,46,-35,85
1995,242,65,-37,158
1996,23,-54,28,207
1997,24,-39,-30,175
1998,54,-145,-29,206
1999,134,178,58,213
2000,136,-142,112,81
2001,311,57,126,159
2002,99,-31,29,265
2003,17,-182,-106,203
2004,176,-20,-44,151
2005,46,-30,65,132
2006,184,65,47,95
2007,153,-71,195,65
2008,80,-27,104,171
2009,127,-104,-40,203
2010,41,57,51,181
2011,4,-162,30,150
2012,15,-7,-3,294
2013,76,20,-132,165
2014,56,-60,59,125
2015,129,-26,-220,105
2016,292,425,144,142
