year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,0.1,12.6,18.7,6.7
1988,3.8,14.1,17.7,6.2
1989,4.6,13.5,18.0,5.6
1990,5.4,13.4,17.7,6.1
1991,2.7,11.5,19.3,4.7
1992,3.1,14.1,19.1,5.9
1993,3.1,15.0,17.1,5.0
1994,5.0,13.5,19.3,7.8
1995,3.4,12.9,17.7,6.0
1996,1.3,13.7,15.8,5.0
1997,3.8,13.0,18.0,5.9
1998,4.3,14.3,17.7,4.9
1999,3.1,14.0,18.9,5.3
2000,4.2,15.1,17.6,7.5
2001,4.6,13.4,17.6,6.1
2002,4.8,14.3,17.2,7.3
2003,2.7,16.2,20.1,5.2
2004,3.2,13.6,18.3,6.3
2005,2.1,14.5,17.7,5.4
2006,1.3,14.3,19.5,8.5
2007,5.9,16.2,17.0,5.4
2008,4.1,14.5,17.2,5.5
2009,1.5,15.3,18.5,6.0
2010,1.5,13.6,17.4,4.7
2011,3.7,15.4,18.2,6.5
2012,2.5,14.1,17.9,6.0
2013,1.2,12.9,18.8,6.0
2014,4.8,14.3,17.3,7.8
2015,3.0,14.0,19.0,7.2
2016,3.3,12.4,17.9,4.8
