year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1361,10,-114,0
1988,1255,9,2,1
1989,1015,6,31,7
1990,1233,9,15,2
1991,878,6,-22,4
1992,1328,9,-15,0
1993,1198,10,53,6
1994,1359,11,105,5
1995,1403,11,-78,4
1996,1304,9,-170,2
1997,1082,9,-52,13
1998,1322,10,54,0
1999,1531,9,-216,3
2000,1305,8,-127,1
2001,1233,10,-138,5
2002,1154,9,-101,4
2003,1166,8,-58,2
2004,1397,8,-152,3
2005,884,10,104,6
2006,1193,9,-51,4
2007,1058,9,95,8
2008,1262,11,127,0
2009,1581,9,-63,0
2010,1581,10,-9,8
2011,1173,9,85,0
2012,1194,8,30,1
2013,1082,10,94,7
2014,1253,10,129,0
2015,1355,11,-55,4
2016,1342,8,69,6
2016
2017,1526,11,-230,11
2018,1309,11,-121,2
2019,1662,12,49,3
2020,1405,11,-190,10
2021,1671,13,-197,6
2022,1287,12,35,12
2023,1490,12,-201,5
2024,1658,13,-233,5
2025,1623,13,84,7
2026,1460,10,-204,14
2027,1533,11,-203,8
2028,1414,10,-28,6
2029,1233,11,-140,3
2030,1677,13,-130,5
2031,1509,9,-121,1
2032,1509,9,-88,5
2033,1111,8,-103,7
2034,1197,9,-7,3
2035,1604,12,-63,0
2036,1417,12,-160,10
2037,1708,11,-78,0
2038,1496,12,-234,4
2039,1531,12,-193,1
2040,1634,10,-45,5
2041,1637,13,-123,4
2042,1553,12,-51,1
2043,1254,9,-200,9
2044,1702,11,-190,0
2045,1620,10,-156,3
2046,1227,11,-184,13

min,,4
max,,17
steps,,8
decimal
