year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,13,19,10,3,11,-59,70,42,134
1988,13,28,11,4,2,-76,46,44,218
1989,3,35,-75,3,2,-37,71,37,277
1990,6,39,-17,2,6,-8,63,49,212
1991,0,29,1,0,0,12,73,31,163
1992,8,41,-33,3,4,-26,58,40,198
1993,11,30,25,1,3,-6,59,28,174
1994,5,32,101,1,11,136,74,35,243
1995,17,21,-51,1,4,-28,57,36,169
1996,8,14,-13,3,10,-138,64,32,154
1997,9,29,48,1,14,-61,74,38,199
1998,3,19,42,3,8,64,57,39,189
1999,15,26,-19,3,9,-141,45,55,178
2000,4,31,-85,2,1,-122,51,42,192
2001,12,24,-9,3,13,-108,74,45,99
2002,7,16,29,3,9,-70,79,54,144
2003,3,11,50,5,4,-84,62,38,145
2004,18,31,-32,3,7,-149,52,23,165
2005,2,24,81,2,0,109,75,25,166
2006,10,25,-66,2,9,-100,67,41,221
2007,12,35,39,1,1,43,63,43,202
2008,11,20,7,2,4,-24,62,32,266
2009,15,24,-21,0,16,2,45,35,201
2010,10,33,-59,4,6,-54,54,39,207
2011,8,25,104,2,4,120,76,38,207
2012,10,22,21,4,1,-16,67,34,200
2013,1,28,97,2,5,98,72,31,198
2014,2,22,124,1,3,134,74,41,196
2015,4,20,13,4,6,-36,52,28,211
2016,12,40,69,3,4,83,51,30,184
2016
2017,16,26,13,2,18,-169,58,25,64
2018,5,36,-67,2,10,-143,65,37,147
2019,14,27,81,3,21,41,50,32,142
2020,15,26,-103,3,8,-173,57,31,185
2021,24,33,-76,3,22,-228,54,27,168
2022,9,10,32,3,5,-26,63,18,185
2023,8,28,-66,2,15,-165,64,37,175
2024,15,14,-35,5,16,-169,55,13,164
2025,16,30,-26,4,6,24,49,15,292
2026,19,11,-25,3,19,-187,56,27,108
2027,22,17,-11,3,6,-150,51,24,127
2028,14,21,-18,3,4,-71,54,21,133
2029,13,14,-46,2,5,-157,74,24,226
2030,19,29,-19,2,15,-101,46,39,208
2031,17,18,1,3,12,-101,47,13,62
2032,26,11,-34,4,9,-111,49,44,118
2033,17,24,-17,3,2,-92,58,20,111
2034,5,26,-14,3,5,-46,68,21,186
2035,14,7,41,2,12,-17,47,27,166
2036,17,48,0,2,6,-110,51,29,87
2037,33,4,-51,3,18,-117,47,36,137
2038,14,16,-79,4,11,-242,61,29,118
2039,11,25,-60,4,11,-165,66,26,140
2040,30,13,-29,2,14,-135,44,17,160
2041,21,24,-43,3,4,-125,50,21,133
2042,13,11,-7,1,9,-57,58,27,133
2043,4,25,-39,2,13,-178,69,30,89
2044,25,32,-89,1,18,-159,48,26,124
2045,28,27,-66,2,13,-173,39,29,117
2046,12,23,-32,0,1,-132,56,26,34

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
