year,annual-hydric-deficit
1987,-20
1988,3
1989,11
1990,63
1991,-108
1992,-94
1993,-67
1994,172
1995,429
1996,204
1997,130
1998,87
1999,583
2000,188
2001,653
2002,363
2003,-67
2004,263
2005,213
2006,391
2007,342
2008,328
2009,186
2010,330
2011,23
2012,299
2013,129
2014,181
2015,-11
2016,1004
