year,annual-precipitations
1987,686
1988,737
1989,773
1990,853
1991,642
1992,677
1993,688
1994,929
1995,1144
1996,905
1997,867
1998,871
1999,1280
2000,944
2001,1416
2002,1130
2003,816
2004,1004
2005,949
2006,1148
2007,1102
2008,1062
2009,944
2010,1048
2011,812
2012,1009
2013,824
2014,883
2015,751
2016,1680

min,300
max,2000
steps,10
decimal
