year,annual-estival-days
1987,41
1988,36
1989,53
1990,44
1991,60
1992,51
1993,39
1994,56
1995,42
1996,35
1997,49
1998,47
1999,45
2000,48
2001,47
2002,43
2003,91
2004,50
2005,48
2006,63
2007,59
2008,48
2009,49
2010,41
2011,50
2012,44
2013,48
2014,31
2015,58
2016,41

min,16
max,130
steps,9
decimal
