year,annual-hydric-deficit
1987,-115
1988,192
1989,-241
1990,-134
1991,-308
1992,234
1993,481
1994,11
1995,-104
1996,25
1997,-300
1998,-137
1999,-109
2000,-61
2001,-70
2002,-56
2003,-314
2004,-132
2005,-309
2006,-165
2007,-67
2008,151
2009,-274
2010,-8
2011,-154
2012,-98
2013,-73
2014,-89
2015,-431
2016,-90
