year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,830,638,-30,-189,7,8.0,3033,33,16.2,99
1988,538,719,-408,-402,-6,8.8,3306,40,16.4,106
1989,888,630,26,-164,127,8.1,3082,20,15.7,102
1990,954,700,18,-216,141,9.4,3570,31,15.3,78
1991,876,732,-151,-304,135,8.1,3104,18,15.2,98
1992,965,633,106,-61,146,8.2,3090,11,15.4,101
1993,841,704,-147,-227,-18,8.1,3000,24,15.7,99
1994,600,765,-476,-396,-37,8.6,3219,21,15.7,91
1995,880,646,-9,-149,72,8.3,3214,28,15.6,110
1996,683,714,-333,-367,83,8.4,3120,16,15.2,85
1997,588,700,-389,-349,-29,7.2,2766,21,14.5,108
1998,752,644,-127,-275,143,8.0,3017,32,16.3,107
1999,810,722,-219,-209,-32,7.8,2954,25,16.1,107
2000,962,759,-120,-229,22,9.0,3443,30,16.2,80
2001,776,637,-85,-213,41,8.5,3152,18,13.8,88
2002,818,658,-64,-211,113,7.9,3132,22,15.5,103
2003,865,608,57,-164,189,7.6,2863,16,14.9,99
2004,832,673,-84,-250,95,8.0,3093,22,16.3,117
2005,1019,660,123,-114,137,8.8,3368,39,17.0,94
2006,813,639,-71,-235,80,8.8,3283,22,16.3,86
2007,928,661,35,-70,67,8.0,3118,28,16.6,107
2008,993,656,101,-94,132,8.7,3243,30,16.1,104
2009,876,624,20,-115,77,8.1,3053,22,16.0,96
2010,821,671,-61,-275,99,7.7,2947,23,15.4,117
2011,930,674,30,-266,252,8.3,3165,26,14.8,93
2012,893,691,-40,-123,64,9.2,3531,34,17.9,91
2013,802,646,-75,-195,45,8.1,3067,32,16.4,117
2014,950,623,94,-38,33,7.3,2810,16,14.7,124
2015,854,680,-61,-244,89,8.1,3131,27,16.7,111
2016,859,642,-4,-220,116,7.9,2988,26,16.2,108
2016
2017,825,674,-93,-278,119,9.8,3622,34,16.7,64
2018,860,682,-71,-291,258,10.0,3678,36,17.1,68
2019,834,716,-118,-417,231,9.5,3538,43,17.5,97
2020,742,711,-207,-261,55,8.9,3335,39,14.9,96
2021,630,849,-528,-571,57,9.5,3575,67,19.3,94
2022,633,722,-337,-437,97,9.5,3608,58,18.1,95
2023,818,823,-335,-344,63,9.4,3547,44,17.2,84
2024,740,788,-400,-401,35,10.3,3794,33,17.5,66
2025,769,667,-135,-284,137,10.1,3710,49,18.0,54
2026,711,804,-380,-472,129,9.8,3595,51,18.5,77
2027,726,845,-406,-505,102,9.6,3667,48,18.0,85
2028,737,684,-190,-156,-34,9.3,3523,24,15.5,71
2029,759,840,-405,-413,-19,10.1,3758,54,19.1,83
2030,631,848,-521,-522,7,10.1,3743,63,19.1,94
2031,866,654,-26,-212,125,9.2,3441,41,17.6,90
2032,772,641,-117,-198,77,9.4,3490,23,14.9,73
2033,573,739,-417,-514,134,10.4,3793,53,17.7,61
2034,873,691,-85,-303,237,9.8,3659,33,17.6,77
2035,929,715,-13,-210,158,9.2,3427,44,16.7,92
2036,746,707,-214,-375,135,9.9,3743,38,17.1,67
2037,827,730,-138,-386,176,9.4,3583,42,18.3,100
2038,918,651,14,-171,163,9.0,3399,27,16.5,99
2039,487,721,-476,-488,62,9.1,3483,51,17.1,105
2040,960,669,46,-181,175,9.4,3527,44,17.0,97
2041,478,746,-531,-566,-5,10.7,3949,58,18.5,66
2042,671,669,-240,-308,37,9.3,3467,41,17.5,103
2043,798,675,-95,-269,79,8.3,3100,24,15.4,102
2044,645,728,-321,-455,168,9.5,3597,44,18.0,102
2045,541,751,-453,-503,29,9.9,3740,72,19.7,92
2046,701,737,-288,-364,77,10.1,3748,56,17.2,80

min,550,500,,,,6,2500,,13
max,1050,900,,,,12,4500,,21
steps,11,9,,,,7,11,,5
decimal



