year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,14,12,0,4,0,-200,79,31,91
1988,14,5,-156,5,2,-352,57,33,134
1989,11,4,-58,4,2,-120,81,38,150
1990,23,2,-18,3,0,-133,54,44,129
1991,1,5,-120,5,0,-256,80,30,172
1992,2,10,-35,4,0,-113,79,37,180
1993,8,7,-47,3,2,-224,88,27,197
1994,0,13,-132,4,0,-289,74,26,100
1995,13,8,-45,5,0,-212,60,39,167
1996,9,2,-87,5,1,-293,71,27,110
1997,8,28,-48,6,2,-282,85,29,76
1998,3,4,-88,4,1,-251,78,53,163
1999,1,17,-18,5,3,-234,88,32,254
2000,9,0,-25,5,0,-212,67,28,208
2001,8,17,-57,4,1,-223,61,19,110
2002,6,4,-16,4,4,-156,73,37,117
2003,6,12,15,2,1,-113,79,31,111
2004,2,13,-48,5,0,-234,70,43,75
2005,9,1,-76,3,2,-135,84,21,221
2006,7,6,-104,4,0,-177,78,25,182
2007,10,8,-9,4,4,-136,72,39,184
2008,13,9,-53,4,1,-198,72,28,211
2009,6,1,39,4,0,-116,84,31,185
2010,7,14,-37,5,0,-219,66,38,60
2011,19,14,-68,5,0,-283,65,20,107
2012,11,16,51,2,9,-37,73,20,147
2013,14,7,-53,2,4,-194,75,41,189
2014,4,20,-12,3,0,-10,71,37,179
2015,15,9,-66,6,3,-311,80,37,125
2016,6,5,-28,6,0,-97,85,34,138
2016
2017,9,3,-120,4,2,-261,71,19,91
2018,14,2,-78,2,2,-240,58,17,86
2019,16,7,-133,9,6,-371,69,29,124
2020,34,7,-78,8,2,-283,50,25,181
2021,20,7,-148,3,4,-436,63,26,81
2022,23,4,-109,6,9,-318,53,50,70
2023,23,11,-136,4,3,-295,58,26,173
2024,9,0,-222,6,0,-417,61,18,178
2025,17,6,-53,4,9,-204,70,20,163
2026,20,3,-156,4,11,-370,58,29,108
2027,19,9,-177,5,13,-450,52,19,144
2028,17,11,-36,4,0,-194,55,18,181
2029,19,4,-138,5,11,-362,60,32,204
2030,19,2,-100,7,5,-387,57,27,45
2031,14,1,-16,3,2,-122,67,39,141
2032,16,2,-75,6,0,-228,62,12,203
2033,28,3,-173,7,7,-449,57,17,78
2034,5,5,-3,6,1,-203,69,25,68
2035,22,4,-145,6,2,-262,56,43,196
2036,21,3,-148,4,1,-300,57,7,91
2037,11,4,-181,6,2,-342,60,36,203
2038,8,5,-28,3,0,-195,70,25,123
2039,12,3,-252,5,12,-438,48,43,97
2040,21,12,-157,4,2,-320,56,22,227
2041,20,3,-157,6,12,-410,57,29,46
2042,20,8,-105,4,6,-285,56,37,139
2043,7,8,-97,6,0,-301,69,21,221
2044,11,19,-216,9,0,-383,51,24,158
2045,27,3,-158,8,9,-438,59,38,109
2046,31,0,-160,5,1,-316,48,32,137
