year,annual-frozen-days
1987,106
1988,78
1989,101
1990,96
1991,120
1992,74
1993,65
1994,73
1995,82
1996,97
1997,96
1998,96
1999,87
2000,82
2001,83
2002,71
2003,106
2004,102
2005,111
2006,91
2007,81
2008,85
2009,86
2010,102
2011,80
2012,85
2013,73
2014,28
2015,49
2016,43
