year,A1,A2,A3
,label A1,label A2,label A3
1987,3,3332,52
1988,12,3158,94
1989,6,3228,63
1990,5,2810,65
1991,2,3197,39
1992,2,3177,27
1993,4,3213,62
1994,0,3090,28
1995,4,3275,44
1996,2,3125,29
1997,7,3436,70
1998,10,3335,90
1999,9,3389,69
2000,4,3039,61
2001,6,2989,48
2002,10,3313,67
2003,3,3331,40
2004,3,3350,36
2005,13,3080,105
2006,10,2964,64
2007,11,3430,96
2008,3,3114,53
2009,3,3279,46
2010,6,3403,56
2011,4,3212,54
2012,15,3028,139
2013,10,3352,83
2014,1,3500,21
2015,12,3364,94
2016,10,3322,76
2016
2017,16,2658,105
2018,15,2756,123
2019,27,2925,180
2020,20,3034,143
2021,27,3116,231
2022,26,3047,193
2023,16,3010,155
2024,9,2628,89
2025,32,2774,217
2026,23,2899,199
2027,28,2970,191
2028,1,2857,40
2029,26,2880,240
2030,22,2915,230
2031,12,3055,103
2032,7,2749,64
2033,28,2671,183
2034,11,2797,105
2035,16,3064,144
2036,7,2742,92
2037,24,2991,146
2038,10,2980,75
2039,30,3176,208
2040,18,2999,142
2041,33,2650,251
2042,22,3087,149
2043,7,3146,58
2044,12,3053,112
2045,30,3063,247
2046,16,2761,137

min,,2000
max,,3600
steps,,9
decimal



