year,annual-average-temperature
1987,7.7
1988,8.5
1989,8.7
1990,8.8
1991,8.3
1992,8.3
1993,7.9
1994,8.3
1995,8.6
1996,8.3
1997,9.2
1998,8.8
1999,9.0
2000,8.5
2001,8.4
2002,9.0
2003,9.2
2004,9.0
2005,9.0
2006,9.1
2007,8.9
2008,8.5
2009,8.8
2010,7.5
2011,8.7
2012,7.8
2013,8.3
2014,9.0
2015,8.2
2016,8.3
