year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,1198,410,636,19,330,7.7,2817,1,12.9,66
1988,1303,387,770,49,416,7.5,2744,1,12.9,67
1989,1291,383,761,40,322,7.2,2682,0,12.0,70
1990,1143,402,601,22,354,7.3,2722,0,11.9,87
1991,1142,494,419,-97,287,7.6,2768,2,13.0,62
1992,1140,387,603,104,308,7.7,2821,2,12.5,52
1993,1150,552,321,41,194,7.5,2767,2,12.6,65
1994,1235,492,526,-111,327,7.2,2688,0,12.7,72
1995,1490,401,944,144,482,7.8,2861,0,12.9,67
1996,1355,559,546,-76,244,8.0,2932,0,13.6,54
1997,1457,499,741,12,266,7.5,2802,4,13.6,91
1998,1186,383,659,153,312,7.4,2780,1,12.8,76
1999,1253,558,414,-11,160,7.5,2771,0,11.6,70
2000,1196,512,473,-97,261,7.9,2914,0,12.6,64
2001,1275,376,759,182,241,7.2,2700,0,13.0,85
2002,1442,390,911,59,273,7.5,2754,0,12.9,72
2003,1066,414,497,-19,209,7.5,2745,0,13.0,76
2004,1442,400,869,85,386,7.8,2856,0,12.4,47
2005,1129,394,582,72,184,7.5,2765,1,13.1,73
2006,1527,396,990,140,322,7.3,2730,0,12.5,74
2007,1369,393,831,101,352,7.3,2709,0,12.1,80
2008,1181,401,630,81,309,7.8,2868,1,12.6,46
2009,1138,394,601,83,307,7.7,2845,0,12.7,65
2010,1279,387,746,180,330,7.4,2749,0,12.7,74
2011,1136,390,595,45,229,7.4,2729,1,11.9,73
2012,1194,380,672,4,336,7.1,2638,0,12.5,84
2013,1275,388,735,152,340,7.5,2767,1,13.4,71
2014,1298,406,750,44,378,7.3,2714,2,13.0,78
2015,1486,411,934,148,392,7.1,2651,0,12.4,73
2016,1191,399,641,-28,330,7.8,2918,0,13.5,67
2016
2017,1399,406,849,73,550,8.4,3077,1,13.8,36
2018,1302,392,751,169,249,8.5,3121,0,12.2,27
2019,1280,404,720,156,264,8.7,3173,0,13.0,38
2020,1235,417,666,38,374,8.3,3034,1,12.7,41
2021,1216,516,485,40,266,9.0,3287,0,13.6,22
2022,1162,396,595,53,350,8.3,3022,2,13.5,51
2023,1395,538,605,43,239,7.8,2868,0,12.3,37
2024,1474,535,699,74,416,8.3,3052,0,13.6,65
2025,1095,402,541,34,283,8.7,3194,2,12.9,36
2026,1330,580,485,11,241,8.4,3053,4,13.2,44
2027,1382,541,615,56,352,8.6,3127,6,14.7,42
2028,1551,391,1003,177,546,8.6,3159,1,13.5,20
2029,1165,581,301,-137,252,8.3,3061,0,13.1,49
2030,1270,545,516,-106,365,8.3,3038,5,14.3,63
2031,1412,394,874,153,410,8.3,3052,1,13.5,41
2032,1329,398,768,159,302,8.7,3182,0,12.9,24
2033,1363,416,795,56,340,8.0,2953,6,13.2,59
2034,1177,402,611,162,198,8.4,3070,2,13.4,41
2035,1271,402,723,143,323,8.1,2980,0,13.3,53
2036,1529,408,967,227,439,8.4,3084,1,13.5,44
2037,1336,408,770,111,388,8.5,3121,0,13.8,32
2038,1456,380,919,145,411,8.6,3151,0,13.3,26
2039,1312,411,746,129,343,8.6,3129,5,13.1,33
2040,1210,417,643,27,323,8.3,3045,2,13.4,50
2041,1408,419,838,173,376,8.7,3187,4,13.7,35
2042,1306,412,735,72,379,8.7,3160,2,12.9,32
2043,1361,397,814,88,466,8.2,3006,0,13.2,44
2044,1377,394,831,101,430,8.3,3036,1,13.2,36
2045,1287,397,734,26,385,8.4,3069,1,13.3,44
2046,1434,417,863,73,380,8.8,3227,0,14.0,34
