year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,3.0,8.8,12.7,6.3
1988,4.1,9.6,12.9,7.1
1989,5.6,9.3,13.4,6.3
1990,5.7,9.6,13.3,6.6
1991,3.8,8.9,13.9,6.6
1992,5.2,10.4,12.4,5.1
1993,5.3,9.2,12.0,4.9
1994,3.7,9.0,12.9,7.3
1995,3.7,9.5,14.2,6.7
1996,4.1,9.3,13.6,5.9
1997,5.3,9.6,14.3,7.6
1998,5.8,9.2,13.7,6.3
1999,4.8,10.1,14.1,6.8
2000,5.3,9.2,13.4,6.1
2001,3.3,9.5,13.0,7.5
2002,5.3,10.4,13.5,6.7
2003,5.0,10.8,14.4,6.6
2004,4.8,10.6,13.7,7.1
2005,5.4,9.8,13.7,7.1
2006,3.9,10.1,14.8,7.5
2007,5.4,10.4,12.6,7.2
2008,4.4,9.9,13.8,5.7
2009,4.6,10.7,14.0,5.6
2010,2.6,10.0,13.1,4.1
2011,4.2,10.6,13.0,6.9
2012,5.5,8.6,12.8,4.5
2013,2.8,9.1,14.4,6.6
2014,4.7,11.0,13.8,6.3
2015,3.8,9.0,12.9,6.9
2016,3.7,9.5,13.8,6.1
