year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,0,3,44,2,0,-31,90,13,144
1988,0,1,-7,0,0,-2,86,19,205
1989,0,7,16,0,0,-26,90,2,153
1990,0,11,-40,2,0,-52,87,23,178
1991,0,1,14,2,0,-44,91,19,120
1992,0,2,-8,2,0,25,91,14,230
1993,2,1,-20,0,0,18,86,31,224
1994,0,9,-60,2,0,-133,88,22,117
1995,0,5,44,1,0,73,84,21,167
1996,0,0,24,0,0,-61,91,10,123
1997,1,6,7,1,0,-30,89,21,185
1998,1,2,16,3,0,57,85,22,252
1999,0,2,14,1,0,17,89,14,168
2000,0,0,-29,3,0,-53,87,26,146
2001,0,1,96,1,0,84,87,34,194
2002,0,10,-32,0,0,37,87,29,181
2003,0,3,-19,2,0,-25,88,12,133
2004,0,0,-7,2,0,48,88,15,191
2005,0,5,30,1,0,54,85,15,148
2006,0,1,86,2,0,101,88,16,212
2007,0,7,25,1,0,68,87,16,178
2008,1,0,14,1,0,23,84,17,178
2009,0,2,7,1,0,56,89,20,184
2010,0,5,30,0,0,117,87,37,216
2011,0,0,-19,1,0,11,88,17,137
2012,0,5,-12,1,0,3,85,28,124
2013,1,1,70,2,0,96,91,11,171
2014,2,3,12,1,0,-6,85,11,179
2015,0,1,96,2,0,87,89,23,220
2016,0,1,14,3,0,-50,89,24,134
2016
2017,0,0,1,4,0,-32,89,5,197
2018,0,0,2,1,0,81,86,8,222
2019,0,0,37,0,0,86,80,7,201
2020,0,1,-41,2,0,-28,84,8,182
2021,0,0,-46,1,0,-12,85,3,236
2022,0,4,-11,3,0,-12,88,21,211
2023,0,3,-24,1,0,-1,83,7,223
2024,0,2,20,1,0,-10,82,14,203
2025,2,0,-57,0,0,-67,76,8,146
2026,4,0,-46,2,0,-79,78,7,217
2027,3,3,-76,0,0,3,81,7,266
2028,0,0,-3,2,0,44,85,2,279
2029,0,1,-101,0,0,-129,86,6,130
2030,4,1,-71,1,0,-163,82,17,187
2031,0,2,-28,1,0,62,81,4,288
2032,0,1,-44,0,0,33,84,8,243
2033,3,3,-25,0,0,-45,81,14,156
2034,0,1,44,2,0,75,83,14,199
2035,0,0,-57,4,0,-4,84,17,295
2036,1,3,33,2,0,53,83,15,229
2037,0,0,-39,1,0,-30,86,8,223
2038,0,0,14,1,0,49,88,16,187
2039,3,0,41,1,0,33,72,10,147
2040,0,2,-45,2,0,-61,82,15,121
2041,3,1,31,2,0,33,84,11,208
2042,0,0,25,2,0,15,88,9,186
2043,0,2,28,1,0,48,90,13,156
2044,0,0,-55,0,0,-31,87,7,181
2045,0,3,-9,1,0,-5,83,11,179
2046,0,0,-35,2,0,46,83,14,157
