year,annual-hydric-deficit
1987,104
1988,59
1989,-181
1990,214
1991,-47
1992,38
1993,30
1994,-36
1995,128
1996,-93
1997,76
1998,99
1999,99
2000,20
2001,85
2002,162
2003,-172
2004,52
2005,-10
2006,66
2007,56
2008,72
2009,101
2010,21
2011,482
2012,412
2013,305
2014,548
2015,695
2016,373
