year,annual-frozen-days
1987,51
1988,35
1989,52
1990,48
1991,49
1992,34
1993,48
1994,23
1995,38
1996,39
1997,34
1998,55
1999,42
2000,28
2001,38
2002,25
2003,50
2004,48
2005,79
2006,61
2007,39
2008,37
2009,45
2010,71
2011,43
2012,49
2013,57
2014,14
2015,35
2016,35
2017,38
2018,20
2019,36
2020,29
