year,annual-estival-days
1987,67
1988,63
1989,93
1990,76
1991,93
1992,64
1993,57
1994,85
1995,69
1996,58
1997,87
1998,77
1999,90
2000,85
2001,79
2002,69
2003,113
2004,97
2005,91
2006,101
2007,97
2008,67
2009,115
2010,89
2011,111
2012,94
2013,82
2014,73
2015,93
2016,89
2017,101
2018,120
2019,103
2020,103

min,0
max,135
steps,10
decimal
