year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,5.0,14.5,21.3,10.6
1988,7.8,15.3,19.8,10.0
1989,7.7,15.4,20.9,11.8
1990,9.0,15.6,21.7,9.2
1991,7.0,13.5,22.2,8.7
1992,6.5,15.0,20.7,10.2
1993,7.1,15.6,19.2,9.4
1994,8.3,15.1,21.5,11.6
1995,7.8,15.5,20.6,11.5
1996,7.8,15.8,19.5,9.7
1997,9.0,16.3,21.3,11.3
1998,8.7,15.6,20.7,8.4
1999,7.5,16.3,22.0,9.3
2000,7.7,16.4,21.0,11.4
2001,9.3,15.7,20.3,9.6
2002,9.1,15.9,19.7,11.6
2003,7.4,18.0,23.6,10.6
2004,7.2,15.9,21.6,10.1
2005,6.1,17.1,20.7,9.3
2006,6.9,17.2,22.5,11.8
2007,8.3,17.1,20.0,9.1
2008,8.9,16.0,20.4,9.5
2009,6.9,16.6,22.1,11.4
2010,6.1,15.7,21.2,9.3
2011,7.8,17.7,21.4,12.0
2012,6.4,16.5,21.8,11.3
2013,6.4,14.0,21.6,10.5
2014,8.7,16.4,20.4,12.0
2015,6.9,17.1,20.9,11.7
2016,8.3,15.4,21.2,10.4
