year,annual-average-temperature
1987,12.9
1988,13.3
1989,14.0
1990,13.9
1991,12.9
1992,13.1
1993,12.9
1994,14.2
1995,13.9
1996,13.2
1997,14.5
1998,13.4
1999,13.8
2000,14.1
2001,13.8
2002,14.1
2003,15.0
2004,13.7
2005,13.3
2006,14.6
2007,13.6
2008,13.7
2009,14.3
2010,13.1
2011,14.8
2012,14.0
2013,13.1
2014,14.4
2015,14.2
2016,13.9

min,10
max,16
steps,7
decimal


