year,annual-frozen-days
1987,42
1988,39
1989,29
1990,37
1991,42
1992,27
1993,36
1994,16
1995,30
1996,25
1997,23
1998,31
1999,29
2000,17
2001,27
2002,8
2003,27
2004,24
2005,58
2006,31
2007,23
2008,15
2009,27
2010,53
2011,20
2012,36
2013,30
2014,11
2015,28
2016,17
