year,A1,A2,A3
,label A1,label A2,label A3
1987,53,2062,367
1988,48,2171,338
1989,48,2004,327
1990,49,2023,344
1991,18,1976,207
1992,51,2145,339
1993,40,2057,303
1994,40,2127,308
1995,63,1872,333
1996,47,1869,345
1997,38,1806,268
1998,36,1947,231
1999,28,1862,242
2000,44,2008,315
2001,54,2055,309
2002,35,2047,275
2003,56,1999,366
2004,46,2159,320
2005,50,1799,338
2006,55,2046,364
2007,62,1736,425
2008,65,1951,390
2009,39,1964,258
2010,48,1845,333
2011,25,1918,196
2012,54,2038,332
2013,26,1991,248
2014,64,2016,462
2015,31,2008,236
2016,70,1950,476
2016
2017,83,1817,515
2018,94,1602,641
2019,82,1575,555
2020,79,2095,545
2021,78,1804,590
2022,84,1699,521
2023,77,1599,537
2024,80,1748,591
2025,84,1672,498
2026,56,1672,424
2027,63,1536,465
2028,76,2047,511
2029,67,1783,523
2030,62,1937,508
2031,79,1769,453
2032,85,1860,577
2033,72,1917,456
2034,68,1947,445
2035,50,1879,348
2036,70,1744,461
2037,56,1622,372
2038,69,1604,545
2039,89,1966,593
2040,102,1671,682
2041,81,1985,492
2042,66,1702,437
2043,81,1818,539
2044,95,1755,641
2045,77,1911,495
2046,76,1760,511

min,,1200
max,,2550
steps,,10
decimal



