year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1997,14,-457,0
1988,1870,12,-469,1
1989,2009,13,-396,0
1990,2005,12,-437,0
1991,1870,12,-442,0
1992,1975,13,-370,2
1993,1881,13,-491,0
1994,1941,13,-495,0
1995,2080,13,-472,0
1996,1976,12,-538,0
1997,1980,12,-536,0
1998,1881,12,-465,0
1999,1894,13,-541,0
2000,1759,12,-541,1
2001,1987,12,-493,0
2002,1889,13,-476,1
2003,2113,11,-479,0
2004,1922,12,-523,1
2005,1996,13,-482,0
2006,2032,13,-487,1
2007,2024,14,-435,1
2008,2130,13,-528,0
2009,1885,13,-483,1
2010,2043,13,-424,1
2011,1837,11,-427,0
2012,1866,13,-375,1
2013,1885,12,-511,1
2014,2066,14,-552,1
2015,1758,11,-384,0
2016,2253,15,-600,0
2016
2017,2306,13,-619,0
2018,2510,16,-583,0
2019,2428,15,-519,0
2020,2197,15,-538,0
2021,2253,16,-638,2
2022,2190,15,-571,0
2023,2230,14,-688,0
2024,2385,16,-529,0
2025,2195,15,-405,0
2026,2140,14,-527,0
2027,2249,13,-615,0
2028,2175,15,-528,1
2029,2268,15,-664,0
2030,2142,13,-633,1
2031,2220,14,-442,0
2032,2444,14,-550,0
2033,2180,14,-562,0
2034,2213,13,-535,0
2035,2011,12,-436,0
2036,2124,17,-441,0
2037,2120,13,-473,0
2038,2326,15,-525,0
2039,2383,15,-590,0
2040,2432,14,-576,0
2041,2265,14,-632,0
2042,2131,15,-531,2
2043,2255,16,-639,0
2044,2434,16,-580,0
2045,2133,14,-582,0
2046,2192,16,-426,0

min,1200,8,,0
max,2700,20,,8
steps,11,8,,9
decimal



