year,annual-precipitations
1987,811
1988,910
1989,650
1990,1019
1991,1128
1992,960
1993,1004
1994,935
1995,989
1996,873
1997,710
1998,1158
1999,1460
2000,1274
2001,1433
2002,1828
2003,1028
2004,982
2005,939
2006,921
2007,982
2008,806
2009,931
2010,1067
2011,973
2012,943
2013,1021
2014,848
2015,1038
2016,1340

min,300
max,2000
steps,10
decimal
