year,annual-frozen-days
1987,110
1988,100
1989,88
1990,74
1991,106
1992,110
1993,86
1994,58
1995,113
1996,135
1997,108
1998,101
1999,105
2000,72
2001,94
2002,78
2003,122
2004,123
2005,117
2006,106
2007,88
2008,101
2009,105
2010,113
2011,90
2012,85
2013,106
2014,61
2015,108
2016,91
