year,annual-hydric-deficit
1987,127
1988,179
1989,-95
1990,306
1991,398
1992,194
1993,253
1994,168
1995,259
1996,176
1997,-51
1998,497
1999,874
2000,626
2001,768
2002,1167
2003,269
2004,210
2005,182
2006,140
2007,170
2008,41
2009,176
2010,385
2011,188
2012,185
2013,317
2014,120
2015,267
2016,641
